"t","QL","QB","QC","QLim","QBim","QCim","QLm","QBm","QCm","QLnetchange","QBnetchange","QCnetchange","RL","RB","RC","Ex","AcRL","AcRB","AcRC","AcEx","Total13C_theoretical"
10,0.561426113253726,0.321010706286429,0.0234036881696559,0.053772154344241,0.0284969310945065,0.0227574214673477,0.507653958909485,0.292513775191923,0.000646266702308222,-1.13688902585452e-05,-0.0145891459683782,0.141512499610803,3.4606e-09,2.62906e-06,0.001510386,0.000314059092026753,0.003078158,0.000521725,0.012536004,12.2985147806044,13.2204911753142
11,0.56142355057549,0.311872979030906,0.0254353105099412,0.0588575769786993,0.0311914631853259,0.0248248370751132,0.502565973596791,0.28068151584558,0.000610473434827943,-2.56267823561807e-06,-0.00913772725552325,0.142277583748508,8.52225e-10,1.77666e-06,0.002065471,0.000101269739623433,0.003078159,0.000523501,0.014601476,12.298616050344,13.2155510264603
12,0.561422972918429,0.306149679012021,0.0274429170533897,0.0638920560689171,0.0338589098385121,0.0268569299000267,0.497530916849512,0.272290769173509,0.000585987153363047,-5.77657061517911e-07,-0.00572330001888482,0.142782416348272,1.60604e-10,9.34771e-07,0.001355984,3.2654874269511e-05,0.003078159,0.000524436,0.015957459,12.2986487052183,13.2132243282021
13,0.561422842707903,0.302564962354346,0.0294229070921573,0.0688761019450843,0.0364995433168947,0.0288543034486998,0.492546740762819,0.266065419037451,0.000568603643457539,-1.30210525917107e-07,-0.00358471665767518,0.143115524749329,3.79097e-11,6.23763e-07,0.000950593,1.0529708257323e-05,0.003078159,0.00052506,0.016908052,12.2986592349265,13.2125812180809
14,0.561422813356957,0.300319720365736,0.0313732403561312,0.073810219825126,0.0391136331465175,0.0308175509165455,0.487612593531831,0.261206087219218,0.000555689439585678,-2.93509456739116e-08,-0.00224524198861026,0.1433353227713,8.83361e-12,3.97522e-07,0.001692791,3.39535087690024e-06,0.003078159,0.000525457,0.018600843,12.2986626302774,13.2139828633562
15,0.561422806740917,0.298913441412942,0.0332928502610192,0.0786949098659146,0.041701446144148,0.0327472553639501,0.482727896875003,0.257211995268794,0.000545594897069124,-6.6160397160786e-09,-0.00140627895279394,0.143480354149401,2.00268e-12,2.45729e-07,0.00345261,1.09484586907627e-06,0.003078159,0.000525703,0.022053452,12.2986637251233,13.2179501375381
16,0.561422805249586,0.298032636358028,0.0351812764665011,0.0835306672139692,0.0442632464445119,0.0346439898894346,0.477892138035617,0.253769389913516,0.000537286577066477,-1.49133128068968e-09,-0.000880805054913225,0.143576051555799,3.84447e-13,1.32087e-07,0.005147274,3.53037878042528e-07,0.003078159,0.000525835,0.027200726,12.2986640781611,13.2241055162353
17,0.561422804913423,0.297480955240126,0.0370384347953933,0.0883179820556472,0.0467992955272523,0.0365083177998582,0.473104822857776,0.250681659712873,0.000530116995535091,-3.36163097358622e-10,-0.000551681117902825,0.143639196467687,8.97313e-14,8.72597e-08,0.003477239,1.13838622084472e-07,0.003078159,0.000525922,0.030677966,12.2986641919998,13.2288884339487
18,0.561422804837648,0.297135416741961,0.0388644731860951,0.093057339666833,0.0493098522436187,0.0383407927777134,0.468365465170815,0.247825564498342,0.000523680408381653,-7.57750528990186e-11,-0.00034553849816471,0.143680861963623,2.15042e-14,5.76205e-08,0.00423708,3.67077657159598e-08,0.003078159,0.00052598,0.034915045,12.2986642287075,13.2346061074732
19,0.561422804820567,0.296918993069228,0.0406596815298558,0.0977492204621292,0.051795172842888,0.040141959045563,0.463673584358438,0.24512382022634,0.000517722484292795,-1.70806702115556e-11,-0.00021642367273278,0.14370835449627,4.21247e-15,3.18006e-08,0.004528328,1.18365814927301e-08,0.003078159,0.000526012,0.039443373,12.2986642405441,13.2407132639638
20,0.561422804816717,0.296783438836146,0.0424244352571009,0.102394100043554,0.0542555109985191,0.0419123515276674,0.459028704773163,0.242527927837627,0.000512083729433495,-3.85003140479512e-12,-0.000135554233082424,0.143726495150411,9.24679e-16,1.84948e-08,0.00421323,3.81675846483631e-09,0.003078159,0.00052603,0.043656603,12.2986642443609,13.2465557152708
21,0.561422804815849,0.29669853615487,0.0441591600610521,0.106992449248753,0.0566911178340453,0.0436524960088504,0.454430355567096,0.240007418320825,0.000506664052201621,-8.67861338349485e-13,-8.49026812758114e-05,0.143738465067365,2.02953e-16,1.182e-08,0.003696119,1.23072929625323e-09,0.003078159,0.000526042,0.047352722,12.2986642455916,13.2519016696234
22,0.561422804815654,0.296645358433128,0.0458643098594412,0.111544734198726,0.0591022419487059,0.0453629092906514,0.449878070616928,0.237543116484422,0.000501400568789777,-1.95621296938953e-13,-5.31777217420704e-05,0.143746363289269,4.55289e-17,7.34343e-09,0.003800055,3.96854105133571e-10,0.003078159,0.00052605,0.051152777,12.2986642459885,13.2573537050967
23,0.56142280481561,0.296612051238971,0.0475403530467682,0.116051416345075,0.0614891294428208,0.0470440993448085,0.445371388470535,0.23512292179615,0.000496253701959695,-4.41868763800812e-14,-3.33071941566732e-05,0.143751574846666,1.04418e-17,4.67462e-09,0.003577378,1.27966970353555e-10,0.003078159,0.000526054,0.054730155,12.2986642461164,13.2625738232178
24,0.5614228048156,0.29659118969872,0.0491877639382858,0.120512952516781,0.063852023942909,0.04869656546412,0.440909852298819,0.232739165755811,0.000491198474165746,-9.88098491916389e-15,-2.08615402512158e-05,0.143755013637173,2.39164e-18,2.88293e-09,0.003667586,4.12647693792678e-11,0.003078159,0.000526057,0.058397741,12.2986642461577,13.2678679616103
25,0.561422804815598,0.296578123336552,0.0508070174648221,0.124929794966513,0.0661911666265561,0.0503207984107286,0.436493009849084,0.230386956709996,0.000486219054093571,-2.22044604925031e-15,-1.30663621681348e-05,0.143757282686375,4.80128e-19,1.63148e-09,0.003261235,1.33049127271079e-11,0.003078159,0.000526059,0.061658977,12.298664246171,13.272735386788
26,0.561422804815597,0.29656993938569,0.0523985859028055,0.12930239141647,0.0685067962470301,0.0519172805618711,0.432120413399127,0.22806314313866,0.000481305340934378,-5.55111512312578e-16,-8.18395086132906e-06,0.143758779894264,1.12635e-19,1.05867e-09,0.00297767,4.29167812399101e-12,0.003078159,0.00052606,0.064636646,12.2986642461753,13.2772964412794
27,0.561422804815597,0.296564813471466,0.0539629368781087,0.133631185103765,0.0707991491576514,0.0534864860531393,0.427791619711832,0.225765664313814,0.000476450824969408,-1.11022302462516e-16,-5.12591422452413e-06,0.143759767810905,2.06707e-20,5.55725e-10,0.002716795,1.3837819778928e-12,0.003078159,0.00052606,0.067353441,12.2986642461767,13.2815724613418
28,0.561422804815597,0.296561602919853,0.055500532166847,0.137916614825354,0.0730684593359164,0.0550288809192917,0.423506189990243,0.223493143583937,0.000471651247555351,0,-3.21055161284223e-06,0.143760419677153,4.58164e-21,3.40346e-10,0.002303774,4.45865566689463e-13,0.003078159,0.000526061,0.069657215,12.2986642461771,13.2854106210794
29,0.561422804815597,0.296559592031413,0.0570118269944651,0.142159114982519,0.0753149584073798,0.0565449232326604,0.419263689833078,0.221244633624033,0.000466903761804626,0,-2.010888440096e-06,0.143760849804137,1.13994e-21,2.32758e-10,0.002086375,1.4388490399142e-13,0.003078159,0.000526061,0.071743591,12.2986642461773,13.2890062810187
30,0.561422804815597,0.296558332536844,0.0584972696460631,0.146359115624898,0.0775388756692962,0.0580350632391933,0.415063689190699,0.219019456867548,0.000462206406869754,0,-1.25949456852847e-06,0.143761133618835,2.85586e-22,1.59929e-10,0.002440216,4.61852778244065e-14,0.003078159,0.000526061,0.074183806,12.2986642461773,13.2929306791758
