"t","QL","QB","QC","QLim","QBim","QCim","QLm","QBm","QCm","QLnetchange","QBnetchange","QCnetchange","RL","RB","RC","Ex","AcRL","AcRB","AcRC","AcEx","Total13C_theoretical"
10,0.691550558540805,0.394641875912976,0.0462125762978539,0.201327225565257,0.0379813126769932,0.0194762838607878,0.490223332975548,0.356660563235983,0.0267362924370661,-0.00545142777588981,-0.0117592978979474,0.226777943265122,2.67e-06,1.95e-06,3.23e-05,0.0122412436657546,0.004414844,0.000281328,0.00316066,7.17957990116503,8.31984174391666
11,0.688853808645118,0.38666196359936,0.0470129435135132,0.217877057526207,0.0415579443782849,0.0213328599143008,0.470976751118911,0.345104019221075,0.0256800835992123,-0.00269674989568758,-0.00797991231361639,0.229133436339757,1.68e-06,1.66e-06,3.78e-05,0.00656490900782369,0.004416521,0.000282989,0.003198503,7.18614481017285,8.31657153893084
12,0.687519761804755,0.38124675930012,0.0480555438288747,0.233862021391954,0.0450960255204422,0.0231734475476697,0.453657740412801,0.336150733779678,0.024882096281205,-0.00133404684036265,-0.00541520429923981,0.230819165425525,8.6e-07,1.17e-06,0.000160481,0.00352072317631968,0.004417381,0.000284163,0.003358984,7.18966553334917,8.31454812628292
13,0.686859826311617,0.377571977366431,0.049258405369926,0.249301396872755,0.0485959716188813,0.0249981844496135,0.437558429438862,0.328976005747549,0.0242602209203125,-0.000659935493138475,-0.0036747819336897,0.232025572093075,4.59e-07,8.57e-07,0.00045516,0.00188814371524515,0.00441784,0.00028502,0.003814143,7.19155367706442,8.31376088911239
14,0.686533364869689,0.375078253858701,0.0505659280923912,0.26421380563634,0.0520581937104048,0.0268072071231067,0.42231955923335,0.323020060148296,0.0237587209692845,-0.000326461441927495,-0.00249372350772947,0.232888947507187,1.9e-07,4.88e-07,0.000237508,0.00101260068198439,0.004418031,0.000285508,0.004051651,7.1925662777464,8.31349901456718
15,0.686371868671692,0.373386001897846,0.05194041620856,0.278617233767792,0.0554830984014737,0.0286006508955904,0.4077546349039,0.317902903496372,0.0233397653129695,-0.000161496197997546,-0.00169225196085548,0.233506829624176,1e-07,3.55e-07,0.000127197,0.000543051957790475,0.004418131,0.000285863,0.004178848,7.19310932970419,8.31369045848229
16,0.686291978618478,0.372237632124636,0.0533563220490267,0.292529053462846,0.0588710879159606,0.0303786499290961,0.393762925155633,0.313366544208675,0.0229776721199306,-7.9890053213294e-05,-0.00114836977320976,0.233949022329983,5.04e-08,2.44e-07,0.000494596,0.00029123566091549,0.004418181,0.000286107,0.004673444,7.19340056536511,8.31466423015725
17,0.68625245805588,0.371458343244181,0.0547963417205662,0.305966043980752,0.0622225601423863,0.0321413372302816,0.380286414075127,0.309235783101795,0.0226550044902846,-3.95205625985939e-05,-0.000779288880454365,0.234265481382111,2.47e-08,1.63e-07,0.000814753,0.000156188020265624,0.004418206,0.00028627,0.005488197,7.19355675338537,8.316256569406
18,0.686232907751364,0.370929514313494,0.0562487652814134,0.318944411882006,0.065537908680649,0.0338888446603808,0.367288495869358,0.305391605632845,0.0223599206210327,-1.95503045159473e-05,-0.000528828930687064,0.234491958052483,1.05e-08,9.52e-08,0.001154098,8.37627425074317e-05,0.004418217,0.000286365,0.006642295,7.19364051612788,8.31839858047415
19,0.68622323647187,0.37057064862845,0.0577056786183199,0.331479810575324,0.0688175228882484,0.0356213029450681,0.354743425896545,0.301753125740202,0.0220843756732518,-9.67127949436097e-06,-0.000358865685044341,0.234654038049494,5.47e-09,6.84e-08,0.001220055,4.49214800255504e-05,0.004418222,0.000286433,0.007862349,7.19368543760791,8.32075200532655
20,0.686218452216617,0.370327120764468,0.0591617432238855,0.343587359197464,0.0720617879260123,0.0373388416842375,0.342631093019154,0.298265332838455,0.0218229015396479,-4.78425525207715e-06,-0.000243527863982296,0.234770032007669,2.84e-09,4.86e-08,0.001892727,2.40911329685289e-05,0.004418225,0.000286482,0.009755076,7.19370952874087,8.32387662794584
21,0.686216085508228,0.370161861663341,0.0606133681518698,0.355281660848644,0.0752710848033306,0.0390415893616976,0.330934424659584,0.29489077686001,0.0215717787901722,-2.3667083894896e-06,-0.000165259101127191,0.23485304409171,1.24e-09,2.93e-08,0.002448917,1.29199369078847e-05,0.004418226,0.000286511,0.012203993,7.19372244867778,8.32762249400122
22,0.686214914728597,0.370049716095853,0.0620581481040213,0.366576820205569,0.0784457904229011,0.0407296733547827,0.319638094523028,0.291603925672952,0.0213284747492387,-1.17077963135426e-06,-0.00011214556748762,0.234912452410946,5.71e-10,1.82e-08,0.002397205,6.92888831466121e-06,0.004418227,0.000286529,0.014601198,7.1937293775661,8.33135811049457
23,0.686214335559253,0.369973613610596,0.0634944821153287,0.377486460533298,0.0815862776249933,0.0424032199438821,0.308727875025955,0.288387335985603,0.0210912621714466,-5.79169344039343e-07,-7.61024852570791e-05,0.234954968490808,4.52483e-10,1.27746e-08,0.002652589,3.71592319847736e-06,0.004418227,0.000286542,0.017253787,7.1937330934893,8.33537408077447
24,0.686214049051766,0.369921970122654,0.0649213147940851,0.388023740116471,0.0846929152312349,0.0440623543218864,0.298190308935296,0.285229054891419,0.0208589604721987,-2.86507486180199e-07,-5.16434879421768e-05,0.234985395492783,1.41e-10,8.57e-09,0.002552443,1.99282837076709e-06,0.004418227,0.000286551,0.01980623,7.19373508631767,8.33930342828617
25,0.686213907320267,0.369886924620029,0.0663379607281981,0.398201368129718,0.0877660680879272,0.0457072006035529,0.288012539190549,0.282120856532102,0.0206307601246452,-1.4173149964769e-07,-3.50455026246199e-05,0.235007170841127,7.07e-11,5.9e-09,0.002605545,1.06874246430522e-06,0.004418228,0.000286557,0.022411775,7.19373615506013,8.34329150772863
26,0.686213837207551,0.36986314258471,0.067743985328468,0.408031619966393,0.0908060971088922,0.04733788183479,0.278182217241158,0.279057045475818,0.020406103493678,-7.01127158553305e-08,-2.37820353186646e-05,0.235022754558376,3.47e-11,3.93e-09,0.002548668,5.73160475525469e-07,0.004418228,0.000286561,0.024960443,7.19373672822061,8.34722292534133
27,0.686213802523709,0.369847003988841,0.0691391239702334,0.417526352044109,0.0938133593178592,0.0489545200018624,0.2686874504796,0.276033644670982,0.0201846039683711,-3.46838419096329e-08,-1.61385958692972e-05,0.235033907181033,1.54e-11,2.41e-09,0.00221349,3.07382686415281e-07,0.004418228,0.000286563,0.027173933,7.19373703560329,8.35081569008608
28,0.686213785366067,0.369836052265276,0.0705232271244455,0.426697016104951,0.0967882078903934,0.050557236040516,0.259516769261116,0.273047844374882,0.0199659910839296,-1.71576421958974e-08,-1.09517235655221e-05,0.235041888652342,7.95e-12,1.7e-09,0.002017642,1.64847577366345e-07,0.004418228,0.000286565,0.029191575,7.19373720045087,8.35420663320666
29,0.686213776878406,0.369828620376527,0.0718962231252704,0.435554673027593,0.0997309921953741,0.052146149845025,0.250659103850813,0.270097628181153,0.0197500732802454,-8.48766068539675e-09,-7.43188874829936e-06,0.235047600661635,3.28e-12,9.7e-10,0.001748829,8.84068143136574e-08,0.004418228,0.000286566,0.030940404,7.19373728885768,8.35732110723789
30,0.686213772679671,0.369823577063478,0.073258092905905,0.444110006167997,0.102642057836024,0.0537213802771608,0.242103766511674,0.267181519227454,0.0195367126287442,-4.19873469326149e-09,-5.043313048958e-06,0.235051688510718,1.59e-12,6.44e-10,0.001431843,4.74120680493684e-08,0.004418228,0.000286566,0.032372247,7.19373733626975,8.36010981991881
